student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
065615249,Betty Mills,12th,Wagner High School,66.0,,Public,846745
014355880,Victoria Peters,9th,Wagner High School,92.4,61.0,Public,846745
092309780,Zachary Savage,9th,Silva High School,63.3,,Public,991918
015765631,Teresa Chandler,10th,Woods High School,71.4,64.3,Public,912243
012733721,Makayla Murray,9th,Silva High School,85.4,79.5,Public,991918
039651501,Amanda Thomas,9th,Chang High School,67.8,34.5,Charter,840132
047307724,Johnny Allen,10th,Campbell High School,76.6,86.7,Charter,960726
033066422,Omar Oliver,12th,Bowers High School,67.2,80.0,Public,848324
042447964,Erica Martin,11th,Dixon High School,80.6,67.6,Charter,870334
081866959,Lisa Horton,10th,Dixon High School,42.5,82.2,Charter,870334
108022566,Helen Coleman,9th,Campos High School,64.6,39.0,Public,957299
069727007,Donald Lambert,9th,Dixon High School,59.9,77.4,Charter,870334
099377786,Julia Ramos,12th,Wagner High School,76.6,49.2,Public,846745
119607116,Derrick Jensen,9th,Green High School,57.6,83.8,Charter,832670
101619167,Richard Riggs,12th,Dixon High School,81.0,44.8,Charter,870334
060967112,Christopher Riley,10th,Silva High School,64.2,30.1,Public,991918
114779845,Andrew Randall Jr.,10th,Green High School,70.0,88.1,Charter,832670
117433007,George Cummings,9th,Silva High School,38.0,,Public,991918
125015093,William Romero,11th,Montgomery High School,89.4,76.5,Charter,893368
028670894,Kelly Callahan,12th,Woods High School,,49.6,Public,912243
120353145,Megan Howard,9th,Wagner High School,54.3,93.3,Public,846745
091041010,Douglas Preston,9th,Turner High School,,62.4,Public,956438
025145144,James Price,10th,Green High School,85.4,53.3,Charter,832670
120473591,Christopher Lee,9th,Turner High School,67.0,68.0,Public,956438
126548022,Christina Osborn,9th,Wagner High School,62.6,31.4,Public,846745
027871063,Debbie Murphy,11th,Green High School,,56.2,Charter,832670
069472417,Tracey Holt,10th,Wagner High School,,84.5,Public,846745
123968100,Marc Martinez,12th,Montgomery High School,72.8,79.8,Charter,893368
026459237,Kendra Perez,9th,Green High School,70.9,59.6,Charter,832670
104197628,Tanya Stone,9th,Dixon High School,85.6,54.5,Charter,870334
068071314,Brittany Butler,11th,Green High School,,44.2,Charter,832670
035105336,Allison Chang,12th,Silva High School,63.4,78.9,Public,991918
077465474,Steven Jackson,11th,Montgomery High School,81.3,62.5,Charter,893368
050236329,Nicholas Hart,10th,Montgomery High School,47.8,24.1,Charter,893368
104710364,Chad Gutierrez,11th,Dixon High School,77.5,81.8,Charter,870334
051165745,David Rodgers,9th,Odonnell High School,78.2,79.8,Public,959474
039287412,Tammy Howard,9th,Montgomery High School,79.1,,Charter,893368
024302098,Michael Richards,10th,Woods High School,53.3,61.9,Public,912243
033570484,Amanda Whitaker,11th,Bowers High School,73.6,46.5,Public,848324
030148958,Jeffrey Simmons,10th,Silva High School,53.7,60.5,Public,991918
111194203,Stephen Johnson,12th,Dixon High School,89.0,48.1,Charter,870334
100896020,Jeffrey Boyd,9th,Woods High School,48.7,65.4,Public,912243
076663594,Shane Avila,10th,Montgomery High School,67.9,47.4,Charter,893368
109360337,Joseph Johnson,10th,Richard High School,70.0,83.0,Charter,889699
111142640,Amy Mccarthy,9th,Dixon High School,30.5,68.2,Charter,870334
019660295,Katherine Klein,9th,Green High School,72.2,74.7,Charter,832670
107839938,Miguel Snow,11th,Green High School,96.0,74.9,Charter,832670
121583671,Norman Jones,10th,Woods High School,55.7,90.1,Public,912243
109667742,Jonathan Friedman,12th,Wagner High School,79.0,40.6,Public,846745
023884805,Marie Brown,12th,Dixon High School,,68.9,Charter,870334
107455587,Rebecca Warren,10th,Green High School,82.8,,Charter,832670
049856891,Timothy Sexton,9th,Wagner High School,79.8,77.8,Public,846745
066457008,Jeremy Jackson,12th,Wagner High School,85.0,49.9,Public,846745
041437250,Megan Taylor,10th,Dixon High School,92.2,76.4,Charter,870334
021332825,Sarah Ellis,12th,Campbell High School,27.7,49.1,Charter,960726
127057554,Ralph Bailey,10th,Woods High School,57.5,58.0,Public,912243
059920801,Anna Byrd,9th,Sullivan High School,55.2,79.4,Public,961125
074854415,Cynthia Little,12th,Green High School,76.9,60.5,Charter,832670
020279921,Melissa Crawford,12th,Montgomery High School,70.6,56.0,Charter,893368
067274316,Ricardo Perry,10th,Turner High School,,53.8,Public,956438
029285136,Laurie Willis,10th,Wagner High School,85.8,60.8,Public,846745
055949446,Kyle Nielsen,12th,Montgomery High School,70.8,52.5,Charter,893368
072919022,James Gibson,10th,Odonnell High School,59.6,47.2,Public,959474
062852432,Jeffrey Mcdonald,12th,Odonnell High School,,59.7,Public,959474
026838052,Ashley Baker,11th,Sullivan High School,78.5,56.0,Public,961125
103675853,Adam Garcia,12th,Odonnell High School,68.6,73.7,Public,959474
072062270,Katelyn Thompson,9th,Wagner High School,60.9,70.0,Public,846745
015434687,Joseph Jones,12th,Dixon High School,80.7,57.8,Charter,870334
048142166,Alexa Gillespie,11th,Dixon High School,80.2,78.1,Charter,870334
118196563,Bryan Shannon,12th,Silva High School,84.2,72.6,Public,991918
068309866,Sheila Knight,11th,Green High School,90.6,55.9,Charter,832670
018140279,Jennifer Garcia,11th,Bowers High School,72.7,55.1,Public,848324
049466663,Cristina Miller,9th,Fisher High School,,88.9,Public,817615
099896089,Holly Johnson,10th,Silva High School,,,Public,991918
015681896,James Obrien,9th,Wagner High School,73.5,28.7,Public,846745
115160055,Cheryl Bryant,10th,Dixon High School,50.7,71.7,Charter,870334
016721098,Tammy Scott,12th,Campos High School,79.9,76.4,Public,957299
026997029,Julie Wall,10th,Wagner High School,59.1,57.4,Public,846745
049740062,Sarah Garcia,11th,Green High School,82.3,52.5,Charter,832670
128969722,Dennis Perkins,12th,Odonnell High School,84.4,70.6,Public,959474
065936449,Susan Reeves,9th,Green High School,58.7,,Charter,832670
109709493,Charles Warner,10th,Silva High School,90.3,48.3,Public,991918
010042294,Jeffrey Rios,10th,Sullivan High School,86.5,59.7,Public,961125
113641013,Cindy Hill,12th,Montgomery High School,52.3,70.7,Charter,893368
119500336,Adam Sharp,11th,Green High School,,82.4,Charter,832670
075012010,Heather Freeman,9th,Campbell High School,28.5,54.3,Charter,960726
115771538,Arthur Peters,11th,Dixon High School,90.1,67.0,Charter,870334
037013264,Brandy Schneider,12th,Fisher High School,,59.2,Public,817615
074438530,Sheri Lee,10th,Montgomery High School,56.2,59.6,Charter,893368
121740731,Jerry Shepherd,9th,Turner High School,,66.0,Public,956438
128143409,Mark Allen,12th,Turner High School,71.6,74.0,Public,956438
111269646,Jason Martinez,9th,Montgomery High School,52.8,83.7,Charter,893368
125999818,Seth Herman,9th,Green High School,73.2,77.0,Charter,832670
027430459,Ralph Brown,11th,Bowers High School,66.3,64.6,Public,848324
072918696,Kimberly Hernandez,10th,Wagner High School,63.2,77.9,Public,846745
034664645,Jennifer Hart,9th,Wagner High School,77.3,33.9,Public,846745
037497932,Stephen Roth,12th,Wagner High School,88.1,63.6,Public,846745
091069788,Lisa Lyons,10th,Green High School,64.1,62.6,Charter,832670
040646408,Natalie Williams,12th,Green High School,79.4,61.0,Charter,832670
014472844,Jeffrey Wood,9th,Campos High School,45.9,27.6,Public,957299
035356114,Trevor Adams,9th,Green High School,70.3,82.0,Charter,832670
106308538,Rachel Johnston,12th,Montgomery High School,51.2,69.3,Charter,893368
082947547,Stephanie Daniels,10th,Silva High School,78.8,71.0,Public,991918
128432233,Michael Nielsen,10th,Turner High School,81.6,74.9,Public,956438
118281258,Keith Lee,10th,Fisher High School,56.3,49.0,Public,817615
119607116,Derrick Jensen,9th,Green High School,57.6,83.8,Charter,832670
015488073,Susan Rivera,11th,Sullivan High School,62.9,57.1,Public,961125
087839964,Caitlin Durham,12th,Montgomery High School,64.5,43.2,Charter,893368
096873018,Lauren Marquez,11th,Green High School,96.4,64.0,Charter,832670
042115322,Megan Martinez,9th,Campos High School,61.2,51.7,Public,957299
013180603,Matthew Matthews,12th,Woods High School,73.8,45.3,Public,912243
128602788,Dawn Dawson,11th,Bowers High School,88.5,49.1,Public,848324
100386006,Richard Spencer,9th,Wagner High School,89.4,91.3,Public,846745
052981944,Shane Anderson,12th,Bowers High School,92.4,60.8,Public,848324
103322685,Matthew Chang,12th,Wagner High School,75.6,58.6,Public,846745
078342512,Scott Stanley,12th,Campos High School,80.6,74.9,Public,957299
025415188,Raven Rosario,10th,Montgomery High School,77.6,62.3,Charter,893368
085547177,Mary Browning,9th,Campos High School,71.5,48.4,Public,957299
128845406,Kenneth Myers,10th,Dixon High School,61.4,59.6,Charter,870334
018229381,Debra Ryan,10th,Montgomery High School,69.0,34.4,Charter,893368
124598016,Teresa Hill,10th,Campos High School,65.1,74.3,Public,957299
113211634,Amanda Bernard,9th,Turner High School,78.8,47.6,Public,956438
118539942,Lisa Vazquez,11th,Montgomery High School,76.2,52.5,Charter,893368
012357660,Heather Hernandez,11th,Sullivan High School,62.3,55.4,Public,961125
102131495,Christina Mccarty,11th,Sullivan High School,,75.2,Public,961125
075674458,Anthony Martin,11th,Green High School,92.5,68.5,Charter,832670
085879997,Wayne Gomez,10th,Richard High School,61.7,52.9,Charter,889699
118779139,Donna Munoz,9th,Sullivan High School,70.0,53.8,Public,961125
048525437,Donald Rivera,12th,Woods High School,89.9,57.2,Public,912243
015551023,Randy Clark,9th,Silva High School,74.5,64.0,Public,991918
083735936,Ashley Powers,11th,Odonnell High School,77.6,76.4,Public,959474
099299712,Bryan Anderson,11th,Dixon High School,78.6,66.1,Charter,870334
047162370,Steven Russell,9th,Dixon High School,81.9,73.2,Charter,870334
016930889,Martha Butler,11th,Green High School,80.5,51.7,Charter,832670
041026878,Katie Phillips,11th,Green High School,91.9,61.0,Charter,832670
034358061,Jordan Johnson,12th,Odonnell High School,68.3,87.4,Public,959474
066829623,Joseph Barrett,12th,Wagner High School,78.9,57.6,Public,846745
045072789,Tiffany Lin,10th,Fisher High School,95.1,64.2,Public,817615
082529046,Rebecca Beltran,9th,Green High School,66.4,89.7,Charter,832670
076739282,Jason Burns,12th,Montgomery High School,57.1,44.9,Charter,893368
067217771,Jamie Nguyen,11th,Bowers High School,90.4,51.8,Public,848324
044918336,Mercedes Rodriguez,9th,Green High School,73.2,44.9,Charter,832670
097017860,Sarah Dillon,9th,Dixon High School,90.6,70.0,Charter,870334
113256592,Patricia Smith,10th,Campos High School,65.3,59.7,Public,957299
033899385,Zachary Nguyen,9th,Turner High School,85.0,41.5,Public,956438
070896273,Alex Hayes,10th,Green High School,93.4,67.4,Charter,832670
094358881,Jacqueline Davidson,12th,Richard High School,92.0,67.3,Charter,889699
081304107,Ethan Williams,11th,Green High School,88.2,62.1,Charter,832670
023713303,Wanda Garner,12th,Wagner High School,61.0,56.7,Public,846745
011763381,Kristine Clark,10th,Campbell High School,,92.7,Charter,960726
117646483,Joyce Medina,11th,Dixon High School,70.5,70.5,Charter,870334
035732770,Shannon Russell,10th,Montgomery High School,68.1,57.0,Charter,893368
053841957,Randall Simmons,12th,Bowers High School,89.5,59.3,Public,848324
043697629,Calvin Bradshaw,12th,Odonnell High School,,84.8,Public,959474
045931008,Jonathan Mendez,9th,Sullivan High School,72.1,33.8,Public,961125
102060427,Annette Brown,10th,Wagner High School,77.6,52.7,Public,846745
054328314,Aaron Snyder,10th,Richard High School,82.4,77.3,Charter,889699
050535651,Kevin Rogers,11th,Green High School,,64.4,Charter,832670
011631057,Rachel Lee,11th,Green High School,77.6,77.6,Charter,832670
113780301,Edward Jones,12th,Dixon High School,84.2,63.5,Charter,870334
013333311,Dennis Mcdowell,10th,Wagner High School,60.7,47.4,Public,846745
077539740,Holly Crosby,10th,Woods High School,72.9,87.0,Public,912243
125750963,Vincent Montgomery,11th,Montgomery High School,66.8,71.9,Charter,893368
125773526,Linda Day,12th,Montgomery High School,72.8,81.7,Charter,893368
108251803,Jonathan Garcia,11th,Campos High School,,85.5,Public,957299
064265357,Nicholas Gilbert,10th,Silva High School,94.5,63.9,Public,991918
066515610,Kristina Robertson,12th,Richard High School,81.9,59.7,Charter,889699
118395940,Angela Harrison,12th,Campbell High School,73.0,59.3,Charter,960726
011539463,Robert Gallagher,12th,Montgomery High School,74.6,66.1,Charter,893368
101040558,Michael Parrish,11th,Montgomery High School,71.4,60.8,Charter,893368
050847792,Jeffrey Bauer,12th,Montgomery High School,76.3,47.3,Charter,893368
118736648,Kimberly Cole,12th,Richard High School,89.3,44.2,Charter,889699
127411491,Christopher Medina,10th,Green High School,82.1,55.6,Charter,832670
078474367,Mary Bowers,10th,Silva High School,68.2,64.9,Public,991918
121568599,Bonnie Thompson,9th,Campos High School,68.7,44.5,Public,957299
126012736,Amy Levy,10th,Fisher High School,87.1,66.8,Public,817615
084638058,Elizabeth Wallace,10th,Fisher High School,81.5,,Public,817615
087487112,Miguel Lee,10th,Campos High School,57.6,54.2,Public,957299
102965551,Courtney Smith,11th,Richard High School,,70.2,Charter,889699
117852109,Jo Webb,12th,Odonnell High School,76.3,64.1,Public,959474
032318074,Nicole Torres,10th,Wagner High School,89.1,67.3,Public,846745
071871569,Craig Campbell,9th,Silva High School,83.7,82.8,Public,991918
079417970,Margaret Martinez,10th,Green High School,,61.4,Charter,832670
059875228,Megan Decker,11th,Montgomery High School,47.7,66.2,Charter,893368
080330677,Angela Herring,12th,Woods High School,88.9,,Public,912243
125179780,William Larsen,12th,Dixon High School,99.4,37.6,Charter,870334
109354262,Michael Lowery,10th,Dixon High School,72.4,66.0,Charter,870334
100151257,Patrick Johnson,9th,Odonnell High School,92.3,75.2,Public,959474
092828423,Veronica Coffey,9th,Green High School,74.0,97.8,Charter,832670
031703020,Edwin Hamilton,10th,Turner High School,93.9,63.7,Public,956438
028813376,Laurie Duncan,10th,Dixon High School,55.9,81.9,Charter,870334
016666975,Sean Patterson,10th,Montgomery High School,64.4,68.4,Charter,893368
113081055,Natalie Gomez,11th,Wagner High School,78.4,43.9,Public,846745
080180937,Jeff Bean,12th,Richard High School,84.1,56.6,Charter,889699
076177365,Todd Thomas,12th,Green High School,37.9,76.6,Charter,832670
023179659,Heather Lucas,9th,Green High School,58.4,77.2,Charter,832670
084940623,Joseph Key,9th,Campos High School,78.4,68.9,Public,957299
099362335,Jeremiah Lewis,12th,Dixon High School,72.6,73.2,Charter,870334
028551353,Ann Guerra,10th,Green High School,62.4,45.9,Charter,832670
113858466,Alicia Coleman,10th,Silva High School,66.2,32.7,Public,991918
104902431,Christopher Bauer,12th,Montgomery High School,55.4,72.2,Charter,893368
053055235,Regina Moore,10th,Wagner High School,53.1,74.5,Public,846745
078740460,Arthur Cordova,9th,Montgomery High School,69.4,38.5,Charter,893368
032650004,Andrea Cabrera,9th,Montgomery High School,68.2,90.2,Charter,893368
128618060,Jennifer Mcpherson,10th,Turner High School,87.9,98.8,Public,956438
129786373,Michelle Clark,10th,Turner High School,,81.9,Public,956438
063480654,April Cummings,11th,Campbell High School,60.7,27.1,Charter,960726
019774932,Martin Yang,10th,Dixon High School,57.3,87.7,Charter,870334
079424303,Alisha Marshall,11th,Sullivan High School,84.0,88.2,Public,961125
047383081,Ralph Nelson,12th,Richard High School,95.4,,Charter,889699
089071144,Tiffany Holloway,9th,Fisher High School,91.2,94.3,Public,817615
091800743,Austin Smith,10th,Fisher High School,65.4,77.7,Public,817615
068968427,Kristen Munoz,12th,Woods High School,71.6,83.2,Public,912243
108723593,Omar Smith,9th,Montgomery High School,44.8,50.6,Charter,893368
067356302,James Williams,12th,Wagner High School,58.9,75.8,Public,846745
102120192,Richard Lopez,11th,Sullivan High School,,58.4,Public,961125
126109652,Renee Johnson,9th,Montgomery High School,76.6,97.8,Charter,893368
112411639,Cristian Smith,10th,Dixon High School,57.5,58.5,Charter,870334
070283310,Bryan Flores,11th,Silva High School,69.3,95.8,Public,991918
030604803,Alexander Neal,12th,Montgomery High School,62.2,72.6,Charter,893368
086590877,Laura Miller,12th,Silva High School,51.7,32.1,Public,991918
051964687,Joan Taylor,11th,Bowers High School,63.3,52.4,Public,848324
067715574,Thomas Singleton,9th,Richard High School,40.9,63.2,Charter,889699
083328288,Jose Steele,9th,Turner High School,74.9,95.3,Public,956438
100645831,Dawn Butler,10th,Montgomery High School,,80.1,Charter,893368
042553340,Catherine Durham,10th,Woods High School,91.1,73.7,Public,912243
032248571,David Cross,11th,Bowers High School,,61.4,Public,848324
118814463,Patrick Johnson,11th,Green High School,84.4,74.3,Charter,832670
128094435,Katherine Cain,11th,Odonnell High School,66.8,74.5,Public,959474
023339020,Jordan Lopez,9th,Wagner High School,,75.5,Public,846745
041224340,Jacqueline Riggs,9th,Dixon High School,62.6,68.7,Charter,870334
102119666,Chloe Reese,10th,Dixon High School,71.8,69.6,Charter,870334
067189346,Dwayne Salazar,12th,Fisher High School,80.2,78.6,Public,817615
067222698,Allison Kelly,10th,Green High School,73.5,73.6,Charter,832670
015532615,Miguel Jackson,9th,Woods High School,51.0,85.3,Public,912243
089880474,Timothy Perez,9th,Turner High School,62.9,52.3,Public,956438
048346179,David Mason,12th,Wagner High School,85.0,80.9,Public,846745
109428389,Matthew Morales,11th,Montgomery High School,79.5,78.8,Charter,893368
084637428,Shelby Mcdowell,9th,Sullivan High School,75.2,80.8,Public,961125
031418690,Ashley Conway,10th,Wagner High School,68.2,53.2,Public,846745
108432266,Alison Munoz,10th,Dixon High School,47.1,79.5,Charter,870334
032542154,Kevin Richardson,9th,Woods High School,62.0,79.3,Public,912243
022226817,Justin Fuller,11th,Dixon High School,74.0,72.5,Charter,870334
042957292,Alisha Phillips,12th,Woods High School,73.8,,Public,912243
106351831,Christina Johnson,9th,Wagner High School,90.7,77.0,Public,846745
103674540,Jesse Garcia,9th,Turner High School,84.3,56.9,Public,956438
030673407,Suzanne Duncan,9th,Sullivan High School,94.4,79.8,Public,961125
042121950,Thomas Adams,12th,Woods High School,83.5,70.1,Public,912243
099983138,Kelsey Horton,10th,Turner High School,89.0,91.8,Public,956438
056760967,Maria Murphy,9th,Richard High School,52.2,79.3,Charter,889699
058786169,Tracy Ward,10th,Wagner High School,68.6,77.3,Public,846745
123443421,Eric Bryant,12th,Silva High School,60.8,58.6,Public,991918
071175883,Laura Hanson,12th,Silva High School,65.7,57.7,Public,991918
121270201,John Murray,12th,Dixon High School,,42.8,Charter,870334
111920422,Richard Gutierrez,12th,Dixon High School,98.1,48.6,Charter,870334
084463223,John Hoover,10th,Woods High School,68.8,92.1,Public,912243
124081772,Suzanne Miller,11th,Sullivan High School,49.1,67.5,Public,961125
020627515,Regina Weaver,12th,Woods High School,78.6,89.9,Public,912243
098765399,Matthew Mcclain,12th,Dixon High School,90.7,43.9,Charter,870334
122913185,Lydia Flores,9th,Dixon High School,57.6,84.4,Charter,870334
093282945,Jennifer Allen,12th,Wagner High School,89.8,52.7,Public,846745
031950323,Andrea Hernandez,9th,Campos High School,52.1,13.3,Public,957299
072854446,Robert Patel,10th,Wagner High School,78.9,79.7,Public,846745
124553624,Elijah Cameron,9th,Montgomery High School,67.7,97.9,Charter,893368
012923272,Sandra Moses,12th,Woods High School,,71.3,Public,912243
079751940,Frank Rodriguez,11th,Montgomery High School,96.7,76.3,Charter,893368
018415360,Erica Moore,12th,Green High School,91.6,62.2,Charter,832670
099123752,Christopher Ritter,12th,Wagner High School,68.1,52.1,Public,846745
106470233,Kimberly Vasquez,10th,Wagner High School,,64.1,Public,846745
059254917,Jason Day,9th,Dixon High School,,69.3,Charter,870334
057133289,Rebecca Howell,9th,Turner High School,69.3,73.8,Public,956438
084295695,Robin Combs,9th,Fisher High School,85.7,59.7,Public,817615
048934837,Regina Khan,12th,Fisher High School,56.9,76.8,Public,817615
092822050,Timothy Lewis,11th,Fisher High School,33.2,85.2,Public,817615
074699942,Miranda Thomas,12th,Odonnell High School,,69.7,Public,959474
027358586,Kayla Salazar,10th,Woods High School,51.3,70.5,Public,912243
018063220,Cynthia Reed,11th,Wagner High School,74.8,67.9,Public,846745
102596836,Charlene Willis,10th,Fisher High School,84.7,63.2,Public,817615
013974152,Diamond Jimenez,9th,Campos High School,,82.9,Public,957299
091350060,Lisa Mills,9th,Campos High School,47.0,78.4,Public,957299
047020946,Michael Brewer,12th,Woods High School,,66.9,Public,912243
103558132,Nichole Hendrix,11th,Dixon High School,82.2,78.1,Charter,870334
095684350,Elizabeth Boyd,10th,Wagner High School,69.5,69.5,Public,846745
066668758,Stephanie Jordan,12th,Montgomery High School,73.6,57.6,Charter,893368
073223296,Jessica Grant,9th,Turner High School,80.6,90.6,Public,956438
100172951,Erin Hurley,10th,Silva High School,68.8,52.9,Public,991918
105819060,Amanda Good,10th,Turner High School,58.3,68.6,Public,956438
027868199,Jose Nguyen,10th,Wagner High School,50.4,75.9,Public,846745
059778956,Debbie Hernandez,11th,Montgomery High School,76.2,64.8,Charter,893368
058199293,Gregory Bell,11th,Green High School,85.0,56.6,Charter,832670
074404438,Jesus Neal,12th,Campbell High School,62.1,60.1,Charter,960726
063792041,Wesley Davis,10th,Silva High School,82.2,42.8,Public,991918
014029912,Julie Christensen,10th,Wagner High School,68.8,78.4,Public,846745
092840676,Brandon Sullivan,11th,Bowers High School,64.3,62.1,Public,848324
039455325,Alexis Clark,11th,Odonnell High School,65.5,82.4,Public,959474
093093493,Richard Oliver,10th,Montgomery High School,39.8,84.3,Charter,893368
050887901,Deborah Fleming,11th,Montgomery High School,72.4,54.5,Charter,893368
110862332,Michael Monroe,10th,Fisher High School,84.6,58.3,Public,817615
084828651,Karen Walton,9th,Richard High School,61.4,49.1,Charter,889699
028791320,Jonathan Smith,11th,Montgomery High School,85.3,66.2,Charter,893368
065938557,Kaitlyn Lester,12th,Richard High School,77.3,65.7,Charter,889699
100572292,Kimberly Marshall,9th,Turner High School,90.1,74.1,Public,956438
069470396,Steven Myers,10th,Sullivan High School,88.7,62.7,Public,961125
047714595,Scott Wheeler,10th,Fisher High School,,71.6,Public,817615
126521803,Ana Allen,12th,Wagner High School,95.5,71.7,Public,846745
099417206,Joshua Hart,10th,Dixon High School,83.6,54.8,Charter,870334
093352668,Erin Rodriguez,12th,Fisher High School,29.7,61.9,Public,817615
050428771,Thomas Martin,10th,Richard High School,68.4,82.2,Charter,889699
106043712,Kenneth Lee,12th,Woods High School,83.5,50.0,Public,912243
038612350,Caitlin White,11th,Montgomery High School,72.6,67.7,Charter,893368
039046381,Lisa Herrera,10th,Silva High School,91.6,46.6,Public,991918
039626581,Nicholas Kelly,11th,Dixon High School,83.0,79.5,Charter,870334
078199817,Michelle Morales,10th,Dixon High School,74.3,68.0,Charter,870334
073149260,Dylan Hale,12th,Montgomery High School,,80.5,Charter,893368
117650961,John Mcguire,9th,Campos High School,53.3,51.5,Public,957299
088629018,Robert Nichols,9th,Sullivan High School,56.7,43.4,Public,961125
032012095,Renee Callahan,11th,Green High School,85.2,55.8,Charter,832670
051890227,James Russell,10th,Silva High School,77.5,67.8,Public,991918
084222888,Jeffery Lara,12th,Wagner High School,76.4,68.7,Public,846745
068565723,Tyler Woods,11th,Sullivan High School,46.2,50.6,Public,961125
118036746,Tara Morris,12th,Woods High School,81.5,78.0,Public,912243
036186464,James Boyd,12th,Silva High School,75.3,70.2,Public,991918
117096295,Christopher Elliott,9th,Green High School,70.5,,Charter,832670
035732770,Shannon Russell,10th,Montgomery High School,68.1,57.0,Charter,893368
091484392,Richard Peters,10th,Silva High School,75.1,49.4,Public,991918
045869691,Keith Peters,10th,Fisher High School,79.9,92.7,Public,817615
080453790,Alexander Allison,9th,Woods High School,77.8,77.1,Public,912243
101124348,Andrew Barnes,10th,Silva High School,63.4,62.5,Public,991918
034194306,Taylor Huff,10th,Dixon High School,48.9,69.3,Charter,870334
089966440,Donald Rodriguez,9th,Odonnell High School,,40.5,Public,959474
090102358,Thomas White,11th,Bowers High School,78.3,56.9,Public,848324
016334977,Alexandra Scott,12th,Campos High School,64.1,73.8,Public,957299
095430245,George Smith,10th,Dixon High School,86.1,58.5,Charter,870334
091085526,Debra Ramirez,9th,Turner High School,59.9,77.9,Public,956438
024272885,Pamela Smith,9th,Wagner High School,88.9,52.8,Public,846745
056969881,Joshua Charles,12th,Montgomery High School,62.9,77.8,Charter,893368
065691519,Joseph Rodriguez,10th,Richard High School,60.9,83.5,Charter,889699
116670531,Christopher Alexander,10th,Sullivan High School,60.4,58.4,Public,961125
125639589,Michael Anderson,10th,Green High School,70.5,65.7,Charter,832670
105934084,Katie Roberts,10th,Wagner High School,,51.0,Public,846745
075138868,Linda Miller,9th,Wagner High School,78.0,61.7,Public,846745
118167848,Alicia Moyer,12th,Sullivan High School,76.6,77.1,Public,961125
104506099,Joshua Delgado,10th,Dixon High School,45.3,81.7,Charter,870334
012983351,Mark Hill,10th,Wagner High School,66.3,67.1,Public,846745
069543799,Brittany Burnett,10th,Campos High School,,57.3,Public,957299
102019737,Brandon Erickson,9th,Chang High School,62.3,63.1,Charter,840132
098756900,Adam Rich,10th,Green High School,72.4,60.4,Charter,832670
086382315,Yolanda Lopez,11th,Green High School,,57.3,Charter,832670
090281208,Kristin Hernandez,12th,Woods High School,87.2,65.3,Public,912243
069288656,Matthew Hughes,12th,Silva High School,50.4,51.5,Public,991918
053598938,Joseph Vance,9th,Green High School,62.5,59.3,Charter,832670
072890235,Joshua George,10th,Wagner High School,31.3,70.8,Public,846745
095711304,Carmen Bradley,11th,Montgomery High School,76.8,78.2,Charter,893368
129380384,Colleen Garza,12th,Sullivan High School,60.0,65.7,Public,961125
028559300,Joshua Kline,10th,Campos High School,93.3,65.5,Public,957299
114952756,Sonia Howard,11th,Montgomery High School,72.3,75.9,Charter,893368
016132522,Mary Pearson,10th,Richard High School,61.9,69.1,Charter,889699
026775416,Brandon Robinson,11th,Sullivan High School,99.8,70.1,Public,961125
084894494,Amanda Christensen,10th,Campbell High School,97.3,75.0,Charter,960726
025869860,Sara Walker,11th,Montgomery High School,,71.1,Charter,893368
061127566,Joshua Conrad,10th,Woods High School,,82.1,Public,912243
011703914,Scott Reynolds,9th,Dixon High School,96.2,65.9,Charter,870334
049634893,Tiffany Hayes,10th,Fisher High School,77.3,60.2,Public,817615
016610167,Peggy Love,12th,Richard High School,97.0,51.3,Charter,889699
114447326,Melanie Costa,10th,Green High School,95.1,69.0,Charter,832670
117907737,Mary Marsh,11th,Turner High School,,56.3,Public,956438
079861953,Nicole Baker,10th,Turner High School,55.0,85.1,Public,956438
041802801,Brian Ibarra,9th,Woods High School,65.4,79.9,Public,912243
070453580,Joseph Taylor,9th,Wagner High School,92.2,,Public,846745
030243581,Mark Higgins,12th,Dixon High School,85.9,53.7,Charter,870334
097223191,Arthur Washington,9th,Sullivan High School,78.3,61.0,Public,961125
011991001,Erica Patterson,10th,Campbell High School,79.4,69.7,Charter,960726
055119056,Kenneth Walter,9th,Chang High School,54.5,74.9,Charter,840132
050681767,Daniel Clark,12th,Bowers High School,90.9,35.8,Public,848324
109769718,Bobby Horton,9th,Odonnell High School,43.2,55.3,Public,959474
111497612,Troy Holden,10th,Dixon High School,74.6,56.0,Charter,870334
045483776,Michael Thomas,10th,Dixon High School,87.6,69.5,Charter,870334
044764221,Christy Warren,10th,Dixon High School,75.0,83.1,Charter,870334
047955257,Amanda Peterson,10th,Fisher High School,47.9,65.0,Public,817615
092255070,Renee Fields,11th,Green High School,78.0,42.1,Charter,832670
127105846,Bruce Gardner,10th,Montgomery High School,74.9,75.3,Charter,893368
126681484,Cheyenne Carter,9th,Montgomery High School,38.4,88.7,Charter,893368
113670505,Heather Sanders,12th,Montgomery High School,64.2,75.6,Charter,893368
087691322,Greg Fischer,11th,Turner High School,38.0,57.1,Public,956438
129786373,Michelle Clark,10th,Turner High School,,81.9,Public,956438
103439332,Bianca Robertson,9th,Chang High School,91.7,73.5,Charter,840132
118600855,Michael Paul,10th,Campos High School,72.6,94.1,Public,957299
